,width,longitude,type,average_people_value
988,55.76023305,37.639851699999994,commercial,1000.0
989,55.7600468,37.6411292,apartments,500.0
990,55.7583255,37.645122799999996,commercial,1000.0
991,55.758332949999996,37.6435042,commercial,1000.0
992,55.7571382,37.64354745,apartments,500.0
993,55.75675895,37.643371,commercial,1000.0
994,55.7577504,37.64421955,apartments,500.0
995,55.75741035,37.6442991,office,1000.0
996,55.7587804,37.636302,apartments,500.0
997,55.7560709,37.633370299999996,apartments,500.0
998,55.756955250000004,37.63340055,commercial,1000.0
999,55.759036550000005,37.6302306,office,1000.0
1000,55.7558466,37.6343536,commercial,1000.0
1001,55.74065585,37.617133249999995,apartments,500.0
1002,55.74202765,37.61701135,office,1000.0
1003,55.74123715,37.6167781,apartments,500.0
1004,55.74202775,37.6166035,apartments,500.0
1005,55.740158199999996,37.6184279,apartments,500.0
1006,55.74114905,37.619225549999996,apartments,500.0
1007,55.74120395,37.61760205,office,1000.0
1008,55.7363779,37.6162421,apartments,500.0
1009,55.736306400000004,37.614677,apartments,500.0
1010,55.7360357,37.614665849999994,apartments,500.0
1011,55.737836849999994,37.615641249999996,office,1000.0
1012,55.73767745,37.61596195,apartments,500.0
1013,55.7369702,37.61552125,apartments,500.0
1014,55.7371016,37.61618755,apartments,500.0
1015,55.73653565,37.614896200000004,office,1000.0
1016,55.7376749,37.6203804,apartments,500.0
1017,55.738051,37.6249083,apartments,500.0
1018,55.7399823,37.62531595,commercial,1000.0
1019,55.740443299999995,37.62625425,apartments,500.0
1020,55.7395545,37.62484995,university,1000.0
1021,55.73955015,37.62726205,apartments,500.0
1022,55.7399188,37.6261187,apartments,500.0
1023,55.7399719,37.62670225,apartments,500.0
1024,55.7401502,37.62625405,apartments,500.0
1025,55.73932385,37.6261361,commercial,1000.0
1026,55.73932295,37.6266441,apartments,500.0
1027,55.7407206,37.626279249999996,apartments,500.0
1028,55.73908565,37.6189481,office,1000.0
1029,55.7376524,37.61841345,commercial,1000.0
1030,55.73744875,37.61796175,commercial,1000.0
1031,55.738311949999996,37.6186287,office,1000.0
1032,55.73812225,37.6188936,office,1000.0
1033,55.737912800000004,37.6188971,commercial,1000.0
1034,55.73881245,37.61825775,apartments,500.0
1035,55.7385108,37.61850535,office,1000.0
1036,55.73892235,37.619186850000006,apartments,500.0
1037,55.7394371,37.617970299999996,office,1000.0
1038,55.7396583,37.6177389,office,1000.0
1039,55.7392876,37.61888075,office,1000.0
1040,55.741227550000005,37.614293200000006,commercial,1000.0
1041,55.73990385,37.61255825,commercial,1000.0
1042,55.7400005,37.615420549999996,commercial,1000.0
1043,55.741058949999996,37.6158213,apartments,500.0
1044,55.7318835,37.616601450000005,apartments,500.0
1045,55.73330275,37.62106755,apartments,500.0
1046,55.7329413,37.62038425,office,1000.0
1047,55.7330835,37.61846385,office,1000.0
1048,55.7351854,37.61740775,apartments,500.0
1049,55.7336558,37.628041100000004,commercial,1000.0
1050,55.733498350000005,37.622718,apartments,500.0
1051,55.73063295,37.6282446,office,1000.0
1052,55.73183255,37.6274533,office,1000.0
1053,55.732541999999995,37.6284573,apartments,500.0
1054,55.73093695,37.62526665,apartments,500.0
1055,55.7328967,37.62232525,apartments,500.0
1056,55.733108900000005,37.62184005,office,1000.0
1057,55.733142400000006,37.622077399999995,apartments,500.0
1058,55.7326032,37.62755945,apartments,500.0
1059,55.731391,37.62569165,office,1000.0
1060,55.7316146,37.62590815,office,1000.0
1061,55.731760449999996,37.62545995,office,1000.0
1062,55.7307203,37.6299656,apartments,500.0
1063,55.7339701,37.62109555,apartments,500.0
1064,55.73363255,37.6343863,apartments,500.0
1065,55.7331042,37.627963050000005,apartments,500.0
1066,55.7322645,37.62571295,commercial,1000.0
1067,55.7322354,37.62653535,commercial,1000.0
1068,55.7321845,37.62622575,commercial,1000.0
1069,55.73243745,37.6257284,commercial,1000.0
1070,55.7334905,37.62715785,commercial,1000.0
1071,55.7315744,37.633464950000004,apartments,500.0
1072,55.73252775,37.6295604,apartments,500.0
1073,55.7334206,37.62866175,commercial,1000.0
1074,55.732756249999994,37.6298041,apartments,500.0
1075,55.7319473,37.633418500000005,apartments,500.0
1076,55.732745,37.63321405,apartments,500.0
1077,55.73354605,37.6334892,commercial,1000.0
1078,55.731494999999995,37.63467455,commercial,1000.0
1079,55.73199605,37.63706115,commercial,1000.0
1080,55.7345657,37.6263623,apartments,500.0
1081,55.74473605,37.6249186,apartments,500.0
1082,55.744672699999995,37.628739249999995,apartments,500.0
1083,55.7416688,37.62764395,apartments,500.0
1084,55.744399900000005,37.625087449999995,apartments,500.0
1085,55.742292899999995,37.6276242,apartments,500.0
1086,55.7420916,37.62770155,apartments,500.0
1087,55.74443895,37.62930325,commercial,1000.0
1088,55.74488275,37.628040600000006,apartments,500.0
1089,55.74549985,37.6251333,commercial,1000.0
1090,55.74513015,37.62503005,commercial,1000.0
1091,55.74501035,37.626183100000006,apartments,500.0
1092,55.7452935,37.62574155,commercial,1000.0
1093,55.745371750000004,37.6260703,apartments,500.0
1094,55.74735335,37.63381885,office,1000.0
1095,55.747336250000004,37.6286273,office,1000.0
1096,55.746184400000004,37.63337925,office,1000.0
1097,55.7470227,37.632474599999995,office,1000.0
1098,55.74632,37.6309039,office,1000.0
1099,55.74525815,37.628461349999995,apartments,500.0
1100,55.7472569,37.6290032,office,1000.0
1101,55.747013949999996,37.629891400000005,apartments,500.0
1102,55.74678125,37.630252850000005,office,1000.0
1103,55.74715095,37.629289400000005,office,1000.0
1104,55.747115,37.6295727,office,1000.0
1105,55.74672895,37.631106,office,1000.0
1106,55.7466883,37.63292065,office,1000.0
1107,55.747764849999996,37.633072850000005,office,1000.0
1108,55.7467689,37.63469215,apartments,500.0
1109,55.74616455,37.6349544,apartments,500.0
1110,55.746372,37.634514550000006,apartments,500.0
1111,55.7335893,37.6405139,apartments,500.0
1112,55.74763605,37.5990764,commercial,1000.0
1113,55.758595299999996,37.60250685,office,1000.0
1114,55.755181050000004,37.595856600000005,apartments,500.0
1115,55.7538912,37.5985931,apartments,500.0
1116,55.75572125,37.5989271,apartments,500.0
1117,55.755371350000004,37.59614495,apartments,500.0
1118,55.7424844,37.625583500000005,apartments,500.0
1119,55.738557400000005,37.59593605,office,1000.0
1120,55.7369291,37.59975485,apartments,500.0
1121,55.73915745,37.5964918,apartments,500.0
1122,55.7379302,37.5956532,apartments,500.0
1123,55.73847885,37.5986118,commercial,1000.0
1124,55.743961049999996,37.6023958,apartments,500.0
1125,55.755012199999996,37.60588865,office,1000.0
1126,55.7553367,37.6063919,office,1000.0
1127,55.7458236,37.6337472,office,1000.0
1128,55.747676,37.6263274,office,1000.0
1129,55.74763095,37.62597245,office,1000.0
1130,55.7458709,37.6333897,office,1000.0
1131,55.74612165,37.63094585,office,1000.0
1132,55.74609,37.63131695,office,1000.0
1133,55.74806495,37.6267537,office,1000.0
1134,55.746611,37.6314762,office,1000.0
1135,55.746315749999994,37.63161795,office,1000.0
1136,55.74342095,37.62709045,office,1000.0
1137,55.743743699999996,37.62774485,apartments,500.0
1138,55.74408645,37.6313874,apartments,500.0
1139,55.74394395,37.62421255,commercial,1000.0
1140,55.74200555,37.62541095,commercial,1000.0
1141,55.7434901,37.62464135,commercial,1000.0
1142,55.741183449999994,37.63023715,apartments,500.0
1143,55.7427866,37.6326327,apartments,500.0
1144,55.74266475,37.63321345,apartments,500.0
1145,55.73874365,37.6286293,apartments,500.0
1146,55.739067250000005,37.62870115,apartments,500.0
1147,55.755813849999996,37.6271177,office,1000.0
1148,55.755361050000005,37.6256676,office,1000.0
1149,55.7562613,37.62758465,office,1000.0
1150,55.757152500000004,37.62808105,office,1000.0
1151,55.7582685,37.62645545,office,1000.0
1152,55.758270800000005,37.6250472,apartments,500.0
1153,55.736556199999995,37.6111562,apartments,500.0
1154,55.752951800000005,37.6071619,office,1000.0
1155,55.75316105,37.607097100000004,office,1000.0
1156,55.74472565,37.62906435,apartments,500.0
1157,55.743883350000004,37.629589800000005,apartments,500.0
1158,55.74412585,37.6287745,apartments,500.0
1159,55.74623785,37.6219366,office,1000.0
1160,55.746117,37.621205599999996,office,1000.0
1161,55.7510307,37.6071558,office,1000.0
1162,55.741438099999996,37.63306005,commercial,1000.0
1163,55.73456925,37.61145555,commercial,1000.0
1164,55.73536035,37.6126745,commercial,1000.0
1165,55.7338231,37.61219415,commercial,1000.0
1166,55.7471405,37.60233745,apartments,500.0
1167,55.756057600000005,37.6083492,office,1000.0
1168,55.7571171,37.61076925,office,1000.0
1169,55.75923235,37.609779450000005,office,1000.0
1170,55.7563557,37.608996899999994,office,1000.0
1171,55.756723,37.6093712,office,1000.0
1172,55.75705615,37.611566350000004,office,1000.0
1173,55.756872,37.6111415,office,1000.0
1174,55.7588439,37.60889485,office,1000.0
1175,55.7567814,37.6053447,office,1000.0
1176,55.7566805,37.605763100000004,office,1000.0
1177,55.756528349999996,37.60644565,office,1000.0
1178,55.75744415,37.6035607,office,1000.0
1179,55.75676275,37.6066875,office,1000.0
1180,55.7572725,37.60294285,apartments,500.0
1181,55.75434615,37.604802899999996,office,1000.0
1182,55.75900485,37.6076839,apartments,500.0
1183,55.7552221,37.605773600000006,office,1000.0
1184,55.756835800000005,37.60747365,apartments,500.0
1185,55.758107499999994,37.606441849999996,apartments,500.0
1186,55.75887525,37.6058911,office,1000.0
1187,55.75516585,37.603499150000005,apartments,500.0
1188,55.758733,37.608223300000006,commercial,1000.0
1189,55.75703555,37.6068001,office,1000.0
1190,55.757905550000004,37.606955049999996,apartments,500.0
1191,55.757260900000006,37.6064619,office,1000.0
1192,55.755798850000005,37.6067112,office,1000.0
1193,55.7578974,37.60612705,apartments,500.0
1194,55.757314550000004,37.604784699999996,apartments,500.0
1195,55.757400849999996,37.605479349999996,commercial,1000.0
1196,55.75766615,37.60578205,apartments,500.0
1197,55.73339215,37.61153215,commercial,1000.0
1198,55.739128,37.59543305,university,1000.0
1199,55.74225215,37.595647299999996,apartments,500.0
1200,55.7354522,37.6140779,office,1000.0
1201,55.737003650000005,37.630885500000005,apartments,500.0
1202,55.73578195,37.63130275,commercial,1000.0
1203,55.73539865,37.62908155,apartments,500.0
1204,55.736322200000004,37.630397650000006,commercial,1000.0
1205,55.7366165,37.63000055,apartments,500.0
1206,55.737534600000004,37.62929785,apartments,500.0
1207,55.737518449999996,37.62849905,apartments,500.0
1208,55.737669350000004,37.628852050000006,commercial,1000.0
1209,55.7379733,37.630047649999995,commercial,1000.0
1210,55.7350664,37.6318359,commercial,1000.0
1211,55.73762255,37.6304636,commercial,1000.0
1212,55.73508375,37.63261935,commercial,1000.0
1213,55.735467549999996,37.632292500000005,commercial,1000.0
1214,55.73532745,37.631698099999994,commercial,1000.0
1215,55.73537425,37.63241845,commercial,1000.0
1216,55.735707500000004,37.63206235,commercial,1000.0
1217,55.7369693,37.63451415,apartments,500.0
1218,55.7386724,37.63352825,apartments,500.0
1219,55.7376552,37.6340975,apartments,500.0
1220,55.737501800000004,37.63362565,apartments,500.0
1221,55.7346346,37.6330643,commercial,1000.0
1222,55.735888349999996,37.6318682,commercial,1000.0
1223,55.736010449999995,37.63176155,commercial,1000.0
1224,55.7394227,37.6323141,apartments,500.0
1225,55.7391917,37.6293256,apartments,500.0
1226,55.736250150000004,37.61969965,apartments,500.0
1227,55.7368869,37.6283801,commercial,1000.0
1228,55.7406979,37.63294,commercial,1000.0
1229,55.74074615,37.6349918,commercial,1000.0
1230,55.7368266,37.6352404,apartments,500.0
1231,55.73643165,37.6355419,commercial,1000.0
1232,55.736364300000005,37.634912299999996,commercial,1000.0
1233,55.737615500000004,37.6435932,apartments,500.0
1234,55.7407545,37.6230138,apartments,500.0
1235,55.744216949999995,37.63853245,office,1000.0
1236,55.74439555,37.63831245,office,1000.0
1237,55.75140275,37.6353084,office,1000.0
1238,55.7516204,37.63660325,office,1000.0
1239,55.7487034,37.6373653,commercial,1000.0
1240,55.73925335,37.6281068,commercial,1000.0
1241,55.75428615,37.603980750000005,apartments,500.0
1242,55.7543704,37.604395749999995,office,1000.0
1243,55.754352999999995,37.6059578,office,1000.0
1244,55.74951845,37.5987906,apartments,500.0
1245,55.74240845,37.59630035,apartments,500.0
1246,55.743180699999996,37.6043581,commercial,1000.0
1247,55.74116575,37.6006524,apartments,500.0
1248,55.7410941,37.6246163,commercial,1000.0
1249,55.74085915,37.6234843,apartments,500.0
1250,55.769960600000005,37.640768800000004,apartments,500.0
1251,55.770305449999995,37.63945935,apartments,500.0
1252,55.769693849999996,37.6393713,apartments,500.0
1253,55.77080145,37.633180749999994,university,1000.0
1254,55.77106065,37.63275665,university,1000.0
1255,55.736566100000005,37.62381875,commercial,1000.0
1256,55.7366385,37.62060495,office,1000.0
1257,55.74449445,37.5987029,commercial,1000.0
1258,55.74461015,37.59803625,apartments,500.0
1259,55.744506599999994,37.599132,commercial,1000.0
1260,55.7441352,37.59896135,commercial,1000.0
1261,55.7448292,37.60066445,apartments,500.0
1262,55.7348386,37.633612049999996,commercial,1000.0
1263,55.77157175,37.638205850000006,apartments,500.0
1264,55.74878325,37.6380186,commercial,1000.0
1265,55.731561,37.621306000000004,office,1000.0
1266,55.73168575,37.621695450000004,office,1000.0
1267,55.7309993,37.62306425,apartments,500.0
1268,55.73079,37.62275065,office,1000.0
1269,55.73084985,37.621569750000006,office,1000.0
1270,55.73464865,37.63368735,commercial,1000.0
1271,55.77136295,37.61411435,apartments,500.0
1272,55.769367450000004,37.60610905,commercial,1000.0
1273,55.7705587,37.61435215,commercial,1000.0
1274,55.7721381,37.644923950000006,office,1000.0
1275,55.7527101,37.6455402,apartments,500.0
1276,55.74683865,37.629099800000006,office,1000.0
1277,55.7464587,37.6290738,office,1000.0
1278,55.7444396,37.63194895,commercial,1000.0
1279,55.7424992,37.5987013,apartments,500.0
1280,55.734805800000004,37.623960249999996,office,1000.0
1281,55.73452125,37.6240736,office,1000.0
1282,55.7347771,37.622819250000006,office,1000.0
1283,55.7306436,37.6424049,apartments,500.0
1284,55.73633995,37.6373619,apartments,500.0
1285,55.73187805,37.6358472,apartments,500.0
1286,55.75412,37.643251649999996,commercial,1000.0
1287,55.7702203,37.6354942,apartments,500.0
1288,55.7575036,37.6023021,office,1000.0
1289,55.76973845,37.62502665,apartments,500.0
1290,55.7700553,37.62487125,office,1000.0
1291,55.7376153,37.64108205,apartments,500.0
1292,55.73932345,37.6402792,office,1000.0
1293,55.73928265,37.6408312,office,1000.0
1294,55.73906165,37.6409501,office,1000.0
1295,55.73945395,37.6407598,office,1000.0
1296,55.73862255,37.64113285,office,1000.0
1297,55.74242285,37.62232355,commercial,1000.0
1298,55.7419173,37.62362895,apartments,500.0
1299,55.74177555,37.62266905,commercial,1000.0
1300,55.7422064,37.62265225,apartments,500.0
1301,55.741743150000005,37.6231722,apartments,500.0
1302,55.742627600000006,37.62213645,commercial,1000.0
1303,55.742238650000004,37.6244382,commercial,1000.0
1304,55.7439634,37.622063350000005,commercial,1000.0
1305,55.741418100000004,37.6222312,apartments,500.0
1306,55.74237815,37.62302485,commercial,1000.0
1307,55.74378725,37.621856,commercial,1000.0
1308,55.74391355,37.62243185,commercial,1000.0
1309,55.7439947,37.62274165,commercial,1000.0
1310,55.7430199,37.6213207,commercial,1000.0
1311,55.73779055,37.6263386,commercial,1000.0
1312,55.7377728,37.6285711,commercial,1000.0
1313,55.733686399999996,37.6252545,apartments,500.0
1314,55.7330127,37.61907145,office,1000.0
1315,55.733209450000004,37.61778275,office,1000.0
1316,55.73509645,37.614563700000005,office,1000.0
1317,55.7373185,37.6022031,office,1000.0
1318,55.7521071,37.59849355,apartments,500.0
1319,55.75355965,37.5983014,commercial,1000.0
1320,55.7532851,37.59852665,apartments,500.0
1321,55.7523184,37.59785015,commercial,1000.0
1322,55.73094055,37.64162795,apartments,500.0
1323,55.730459800000006,37.64301725,apartments,500.0
1324,55.7302074,37.64399625,apartments,500.0
1325,55.77119675,37.6375451,apartments,500.0
1326,55.747295949999994,37.622805299999996,apartments,500.0
1327,55.7697845,37.633558199999996,apartments,500.0
1328,55.73197145,37.619069749999994,office,1000.0
1329,55.732880550000004,37.62008115,office,1000.0
1330,55.732691450000004,37.62012585,office,1000.0
1331,55.73339685,37.61968735,office,1000.0
1332,55.7343954,37.6217334,office,1000.0
1333,55.73481395,37.6223837,office,1000.0
1334,55.734715,37.621775299999996,office,1000.0
1335,55.767366949999996,37.63652355,commercial,1000.0
1336,55.7693185,37.62978415,office,1000.0
1337,55.76804285,37.6267472,office,1000.0
1338,55.76710875,37.626606300000006,office,1000.0
1339,55.7672557,37.6273676,office,1000.0
1340,55.77099495,37.6241859,apartments,500.0
1341,55.7669173,37.6423102,commercial,1000.0
1342,55.74629865,37.59845465,office,1000.0
1343,55.745641750000004,37.59952915,commercial,1000.0
1344,55.74587615,37.59923035,commercial,1000.0
1345,55.74526005,37.5956346,commercial,1000.0
1346,55.74668015,37.59710185,apartments,500.0
1347,55.74706485,37.59708775,apartments,500.0
1348,55.74515505,37.596912200000006,apartments,500.0
1349,55.76566185,37.640544250000005,office,1000.0
1350,55.7553377,37.59864825,apartments,500.0
1351,55.75560725,37.5984601,apartments,500.0
1352,55.755820099999994,37.59825695,apartments,500.0
1353,55.7698001,37.62007115,commercial,1000.0
1354,55.76955085,37.62067795,apartments,500.0
1355,55.7485944,37.60784425,commercial,1000.0
1356,55.7489975,37.607279000000005,commercial,1000.0
1357,55.7338712,37.625332,commercial,1000.0
1358,55.739270149999996,37.59780435,commercial,1000.0
1359,55.7473271,37.5985826,apartments,500.0
1360,55.74741755,37.598137300000005,apartments,500.0
1361,55.75775375,37.6030302,apartments,500.0
1362,55.7586433,37.60462145,office,1000.0
1363,55.757634550000006,37.60463555,office,1000.0
1364,55.762224849999996,37.644678150000004,commercial,1000.0
1365,55.740966400000005,37.606144400000005,apartments,500.0
1366,55.738795249999995,37.6317419,commercial,1000.0
1367,55.74110415,37.6338583,commercial,1000.0
1368,55.74065145,37.63427325,commercial,1000.0
1369,55.75917445,37.63573265,office,1000.0
1370,55.73452945,37.64573609999999,commercial,1000.0
1371,55.753419949999994,37.6433286,commercial,1000.0
1372,55.752644849999996,37.60416815,office,1000.0
1373,55.74312525,37.6274428,office,1000.0
1374,55.7702502,37.6164905,commercial,1000.0
1375,55.76751865,37.59853965,commercial,1000.0
1376,55.7507223,37.59612665,apartments,500.0
1377,55.760038449999996,37.597459900000004,apartments,500.0
1378,55.7629266,37.633224350000006,commercial,1000.0
1379,55.7588067,37.63986625,office,1000.0
1380,55.76033175,37.6406847,commercial,1000.0
1381,55.7683135,37.6053153,commercial,1000.0
1382,55.768654749999996,37.60550415,commercial,1000.0
1383,55.75534655,37.597127650000004,apartments,500.0
1384,55.7554081,37.596567,apartments,500.0
1385,55.75809405,37.60180135,office,1000.0
1386,55.75670495,37.60318445,office,1000.0
1387,55.7545545,37.60665385,office,1000.0
1388,55.7552627,37.606849249999996,office,1000.0
1389,55.7542607,37.60651665,apartments,500.0
1390,55.753921250000005,37.6063402,apartments,500.0
1391,55.7374024,37.6284311,commercial,1000.0
1392,55.7386874,37.629078,apartments,500.0
1393,55.738465399999995,37.62923075,commercial,1000.0
1394,55.759651149999996,37.6088558,apartments,500.0
1395,55.758933150000004,37.60976385,office,1000.0
1396,55.75582945,37.605794849999995,office,1000.0
1397,55.754193349999994,37.6057991,office,1000.0
1398,55.7555197,37.6061882,office,1000.0
1399,55.7553498,37.603514450000006,apartments,500.0
1400,55.75369205,37.60343935,office,1000.0
1401,55.75709245,37.60018065,commercial,1000.0
1402,55.7561963,37.60138655,commercial,1000.0
1403,55.755748249999996,37.60165105,commercial,1000.0
1404,55.75772325,37.60128585,apartments,500.0
1405,55.762594899999996,37.606077049999996,commercial,1000.0
1406,55.753837649999994,37.609808799999996,commercial,1000.0
1407,55.7540536,37.6099326,commercial,1000.0
1408,55.74024995,37.63455005,apartments,500.0
1409,55.740350750000005,37.63495385,apartments,500.0
1410,55.73287125,37.6251981,office,1000.0
1411,55.73323165,37.6252936,commercial,1000.0
1412,55.73346975,37.6101922,apartments,500.0
1413,55.7628956,37.62401625,office,1000.0
1414,55.7544317,37.6414435,commercial,1000.0
1415,55.730573750000005,37.6193231,office,1000.0
1416,55.733467899999994,37.62534785,commercial,1000.0
1417,55.749578299999996,37.5982721,commercial,1000.0
1418,55.7569048,37.6340603,commercial,1000.0
1419,55.7595594,37.59888905,apartments,500.0
1420,55.7549816,37.6241084,commercial,1000.0
1421,55.752375650000005,37.63526575,office,1000.0
1422,55.7620094,37.6068609,commercial,1000.0
1423,55.761907949999994,37.607022099999995,commercial,1000.0
1424,55.743044850000004,37.645074449999996,commercial,1000.0
1425,55.757525900000005,37.626589749999994,office,1000.0
1426,55.762611899999996,37.615664249999995,commercial,1000.0
1427,55.765752750000004,37.6179168,apartments,500.0
1428,55.738434,37.616159100000004,apartments,500.0
1429,55.7551785,37.59703465,office,1000.0
1430,55.741578399999995,37.59636365,commercial,1000.0
1431,55.731535050000005,37.644378849999995,commercial,1000.0
1432,55.73728975,37.6186603,commercial,1000.0
1433,55.7369962,37.6188477,commercial,1000.0
1434,55.750738,37.5970362,apartments,500.0
1435,55.76821445,37.6308245,office,1000.0
1436,55.73023285,37.62231065,commercial,1000.0
1437,55.731746,37.6210049,office,1000.0
1438,55.736419749999996,37.64295525,office,1000.0
1439,55.7401551,37.6403746,apartments,500.0
1440,55.7426931,37.62902475,commercial,1000.0
1441,55.76377815,37.60765025,apartments,500.0
1442,55.7463293,37.635872,apartments,500.0
1443,55.743777449999996,37.62203905,commercial,1000.0
1444,55.73886885,37.6290317,apartments,500.0
1445,55.73956955,37.62941415,apartments,500.0
1446,55.743736150000004,37.624482349999994,commercial,1000.0
1447,55.73113575,37.63397965,apartments,500.0
1448,55.73129765,37.6349292,apartments,500.0
1449,55.733555800000005,37.63323855,commercial,1000.0
1450,55.7345213,37.613678,apartments,500.0
1451,55.7371586,37.635024650000005,apartments,500.0
1452,55.7430978,37.6335971,commercial,1000.0
1453,55.73633865,37.60029085,apartments,500.0
1454,55.736873,37.6015125,apartments,500.0
1455,55.75309955,37.644999,commercial,1000.0
1456,55.7692181,37.61739805,apartments,500.0
1457,55.77028775,37.616878,commercial,1000.0
1458,55.76930765,37.614944699999995,commercial,1000.0
1459,55.7698028,37.61728205,commercial,1000.0
1460,55.77028935,37.63796655,apartments,500.0
1461,55.74208815,37.627335450000004,commercial,1000.0
1462,55.77044265,37.6188679,apartments,500.0
1463,55.7583726,37.6420961,apartments,500.0
1464,55.75827305,37.6422951,commercial,1000.0
1465,55.744551349999995,37.6289759,apartments,500.0
1466,55.74449225,37.62873875,apartments,500.0
1467,55.768159100000005,37.629654200000004,apartments,500.0
1468,55.74718365,37.597792150000004,apartments,500.0
1469,55.7630508,37.64100235,office,1000.0
1470,55.73892535,37.6322586,apartments,500.0
1471,55.73989495,37.632838750000005,apartments,500.0
1472,55.73644945,37.615548649999994,office,1000.0
1473,55.7424194,37.62268265,commercial,1000.0
1474,55.744021849999996,37.624343100000004,commercial,1000.0
1475,55.7438181,37.6198044,commercial,1000.0
1476,55.742790299999996,37.623228499999996,apartments,500.0
1477,55.730963,37.64368,apartments,500.0
1478,55.76910805,37.61647605,commercial,1000.0
1479,55.77071665,37.616720799999996,commercial,1000.0
1480,55.755584549999995,37.64126315,commercial,1000.0
1481,55.753853050000004,37.641675750000005,commercial,1000.0
1482,55.7537356,37.6412667,commercial,1000.0
1483,55.7309669,37.61994995,office,1000.0
1484,55.73187045,37.619921000000005,commercial,1000.0
1485,55.7333684,37.61992955,office,1000.0
1486,55.734258,37.6197224,commercial,1000.0
1487,55.7341897,37.6200729,commercial,1000.0
1488,55.7373803,37.64012525,apartments,500.0
1489,55.7606289,37.5970439,apartments,500.0
1490,55.76487495000001,37.64132335,commercial,1000.0
1491,55.753896,37.597911350000004,apartments,500.0
1492,55.7315264,37.6429632,apartments,500.0
1493,55.7414518,37.637230599999995,commercial,1000.0
1494,55.73289005,37.639456249999995,apartments,500.0
1495,55.7339868,37.619025,apartments,500.0
1496,55.73592685,37.6186613,apartments,500.0
1497,55.76363085,37.5956587,apartments,500.0
1498,55.74631145,37.631248,office,1000.0
1499,55.73434365,37.62225435,apartments,500.0
1500,55.74662055,37.6362674,apartments,500.0
1501,55.7411786,37.623119700000004,apartments,500.0
1502,55.7541895,37.60557115,office,1000.0
1503,55.75355445,37.60278735,office,1000.0
1504,55.747006850000005,37.6254321,commercial,1000.0
1505,55.7500558,37.6443513,office,1000.0
1506,55.746403650000005,37.623497799999996,office,1000.0
1507,55.736945199999994,37.6261991,apartments,500.0
1508,55.73219695,37.61772795,apartments,500.0
1509,55.77066385,37.612238899999994,office,1000.0
1510,55.743373399999996,37.623554600000006,apartments,500.0
1511,55.7427485,37.6228761,apartments,500.0
1512,55.7435584,37.62397345,apartments,500.0
1513,55.743333899999996,37.624071,apartments,500.0
1514,55.74294475,37.6239441,apartments,500.0
1515,55.74283335,37.6236191,apartments,500.0
1516,55.7693027,37.64061905,apartments,500.0
1517,55.74224995,37.63644885,apartments,500.0
1518,55.754695850000004,37.6079022,apartments,500.0
1519,55.76062865,37.61376285,apartments,500.0
1520,55.76124585,37.608638400000004,office,1000.0
1521,55.75889635,37.6244031,office,1000.0
1522,55.761199250000004,37.62631195,office,1000.0
1523,55.765585099999996,37.63490245,apartments,500.0
1524,55.770285900000005,37.63314765,apartments,500.0
1525,55.7566868,37.5964069,apartments,500.0
1526,55.74214385,37.640944700000006,commercial,1000.0
1527,55.7649916,37.608481299999994,apartments,500.0
1528,55.76021995,37.636529949999996,apartments,500.0
1529,55.760209200000006,37.60172865,commercial,1000.0
1530,55.75404885,37.638849500000006,apartments,500.0
1531,55.75416555,37.637964,apartments,500.0
1532,55.7392186,37.60387435,apartments,500.0
1533,55.75829125,37.61099625,office,1000.0
1534,55.755489999999995,37.6302134,office,1000.0
1535,55.76583925,37.633447849999996,apartments,500.0
1536,55.763117699999995,37.634501900000004,apartments,500.0
1537,55.765491049999994,37.6357871,commercial,1000.0
1538,55.763100550000004,37.6248277,apartments,500.0
1539,55.76250995,37.6122702,office,1000.0
1540,55.75983805,37.6230807,office,1000.0
1541,55.7608517,37.628073799999996,office,1000.0
1542,55.762327150000004,37.627157499999996,office,1000.0
1543,55.76239645,37.6257669,commercial,1000.0
1544,55.75965925,37.6374032,office,1000.0
1545,55.75878625,37.6297104,office,1000.0
1546,55.757744450000004,37.6328982,office,1000.0
1547,55.75665625,37.62735645,office,1000.0
1548,55.75627335,37.628093899999996,office,1000.0
1549,55.756693,37.6263661,office,1000.0
1550,55.7532404,37.61878305,office,1000.0
1551,55.7715925,37.5959098,apartments,500.0
1552,55.76892655,37.5984374,apartments,500.0
1553,55.7692584,37.59901845,apartments,500.0
1554,55.77039225,37.5991784,apartments,500.0
1555,55.76951085,37.60169195,apartments,500.0
1556,55.77029935,37.60400225,apartments,500.0
1557,55.77117725,37.60128585,apartments,500.0
1558,55.769348,37.60417595,apartments,500.0
1559,55.769352,37.602891400000004,apartments,500.0
1560,55.7697193,37.60344995,apartments,500.0
1561,55.76962210000001,37.6029398,apartments,500.0
1562,55.7690614,37.60429805,apartments,500.0
1563,55.76977765,37.6039855,apartments,500.0
1564,55.7690278,37.603160200000005,apartments,500.0
1565,55.7676711,37.6010781,commercial,1000.0
1566,55.7693278,37.60225075,apartments,500.0
1567,55.768239,37.600238399999995,apartments,500.0
1568,55.76872005,37.6010522,apartments,500.0
1569,55.76855045,37.600838100000004,apartments,500.0
1570,55.7690748,37.60177535,apartments,500.0
1571,55.7688606,37.6012938,apartments,500.0
1572,55.750040850000005,37.6066981,apartments,500.0
1573,55.7519101,37.6346721,office,1000.0
