,width,longitude,type
307,55.76309325,37.64026025,commercial
308,55.7613543,37.6411455,office
309,55.7624711,37.63854685,apartments
310,55.7639367,37.6385565,office
311,55.763603849999996,37.6381174,office
312,55.7638147,37.6383618,office
313,55.7626568,37.637795600000004,office
314,55.76265415,37.6370855,apartments
315,55.76183045,37.6386143,commercial
316,55.760812349999995,37.639482650000005,hospital
317,55.7603648,37.639026,commercial
318,55.761778,37.6390227,apartments
319,55.760969599999996,37.640642,commercial
320,55.7685024,37.61438065,commercial
321,55.764313400000006,37.64191085,apartments
322,55.7639607,37.6427683,apartments
323,55.7657022,37.64293345,apartments
324,55.76615795,37.644315899999995,apartments
325,55.76602575,37.64380275,apartments
326,55.73443615,37.5957243,apartments
327,55.73391755,37.59568555,apartments
328,55.75657365,37.6338592,commercial
329,55.756349400000005,37.6346845,apartments
330,55.76026655,37.64131225,apartments
331,55.760692649999996,37.64081855,commercial
332,55.759177550000004,37.639762250000004,office
333,55.75353565,37.644841650000004,university
334,55.75555225,37.64161245,commercial
335,55.757991950000005,37.640982,apartments
336,55.75533575,37.64255915,commercial
337,55.7602016,37.6317116,office
338,55.7714967,37.6345386,apartments
339,55.7714043,37.634992600000004,apartments
340,55.74831455,37.639006800000004,commercial
341,55.7484372,37.6380584,commercial
342,55.7446247,37.59742285,apartments
343,55.7443638,37.59836565,commercial
344,55.74025,37.59647315,office
345,55.769642700000006,37.641022500000005,commercial
346,55.76930685000001,37.64134295,commercial
347,55.771141400000005,37.6335258,commercial
348,55.771076750000006,37.63645925,apartments
349,55.7708463,37.63583785,apartments
350,55.7713588,37.635584300000005,apartments
351,55.77129135,37.63601835,apartments
352,55.76980855,37.6342104,office
353,55.7697582,37.63391145,office
354,55.76940405,37.63387045,apartments
355,55.7713631,37.6132824,apartments
356,55.77140825,37.612738050000004,apartments
357,55.7571348,37.6425687,commercial
358,55.756760799999995,37.64518715,commercial
359,55.75901855,37.6446504,commercial
360,55.7580461,37.64428295,apartments
361,55.7577685,37.6432559,commercial
362,55.757767900000005,37.64228855,apartments
363,55.757815550000004,37.6412434,commercial
364,55.757905199999996,37.63963595,apartments
365,55.75375285,37.6430302,apartments
366,55.75379975,37.6426376,commercial
367,55.7541009,37.642947050000004,commercial
368,55.7532449,37.642512350000004,commercial
369,55.753444099999996,37.6439732,commercial
370,55.754059100000006,37.6424597,commercial
371,55.7536997,37.64211545,apartments
372,55.7607693,37.61436075,apartments
373,55.737490449999996,37.62109115,university
374,55.737209899999996,37.623562199999995,apartments
375,55.73622065,37.62301145,commercial
376,55.73516165,37.62399625,office
377,55.7368988,37.62256105,commercial
378,55.7351396,37.622287299999996,office
379,55.7351512,37.62278335,office
380,55.734866,37.62819245,apartments
381,55.73474745,37.62866785,apartments
382,55.74038235,37.628805799999995,office
383,55.73995295,37.6286841,office
384,55.7642221,37.602520150000004,apartments
385,55.76887235,37.61415745,commercial
386,55.7691047,37.61368845,apartments
387,55.7691363,37.61581055,apartments
388,55.76890055,37.614943600000004,commercial
389,55.771050349999996,37.61310755,apartments
390,55.77000245,37.616472849999994,apartments
391,55.76970455,37.61646575,commercial
392,55.769616299999996,37.61590565,commercial
393,55.76992465,37.61529779999999,commercial
394,55.77055705,37.6153606,apartments
395,55.769333599999996,37.6180502,commercial
396,55.768840100000006,37.619753700000004,apartments
397,55.76905135,37.6174228,apartments
398,55.76954685,37.61745725,apartments
399,55.76785035,37.62429765,office
400,55.76755165,37.6250499,apartments
401,55.768362350000004,37.62489405,office
402,55.76790185,37.630224549999994,apartments
403,55.770725999999996,37.61720495,commercial
404,55.766728349999994,37.607031649999996,commercial
405,55.76813055,37.60900585,apartments
406,55.767533549999996,37.608588999999995,commercial
407,55.767206,37.608239049999995,apartments
408,55.767224150000004,37.6076105,commercial
409,55.7673136,37.60672015,apartments
410,55.767629850000006,37.6094025,commercial
411,55.767976149999996,37.61807585,commercial
412,55.7689382,37.61866315,commercial
413,55.768968900000004,37.6193279,commercial
414,55.76854635,37.619107299999996,commercial
415,55.7686442,37.618550549999995,commercial
416,55.768844400000006,37.61891985,commercial
417,55.76855515,37.61970705,commercial
418,55.76824745,37.617627,commercial
419,55.768749150000005,37.6202778,commercial
420,55.7686079,37.620295049999996,commercial
421,55.767799,37.627809299999996,office
422,55.77011315,37.6239845,university
423,55.767817300000004,37.631159999999994,apartments
424,55.757975,37.59738635,apartments
425,55.7580356,37.5967593,apartments
426,55.767062300000006,37.61182445,apartments
427,55.766527800000006,37.61296125,apartments
428,55.7662865,37.6132984,apartments
429,55.76645365,37.61368725,apartments
430,55.7666974,37.613366,apartments
431,55.76606005,37.613530850000004,apartments
432,55.76618945,37.6169606,apartments
433,55.765131249999996,37.615220300000004,apartments
434,55.7649075,37.6154085,apartments
435,55.764576700000006,37.615525000000005,apartments
436,55.7546522,37.5976754,office
437,55.75480905,37.597987450000005,apartments
438,55.743625699999996,37.60339945,apartments
439,55.7432952,37.601692,apartments
440,55.7423203,37.6032265,apartments
441,55.7421449,37.602383200000006,apartments
442,55.7705683,37.62262565,apartments
443,55.7710721,37.62241975,office
444,55.771498550000004,37.62235905,office
445,55.77066565,37.624935699999995,office
446,55.77063045,37.623931049999996,apartments
447,55.77068865,37.62437315,office
448,55.770468050000005,37.62326805,office
449,55.7713146,37.62449395,office
450,55.77092575,37.623698250000004,apartments
451,55.7715214,37.62482025,apartments
452,55.77129625,37.624946699999995,office
453,55.7715179,37.6293173,apartments
454,55.76273485,37.60026515,apartments
455,55.7642048,37.60085565,apartments
456,55.76434775,37.6012354,apartments
457,55.76398155,37.59971885,apartments
458,55.76419885,37.60021315,apartments
459,55.76458535,37.60074779999999,apartments
460,55.7644085,37.5996491,apartments
461,55.764587500000005,37.60010115,apartments
462,55.76418725,37.5990927,apartments
463,55.764488549999996,37.5990735,apartments
464,55.76459825,37.59875125,apartments
465,55.76503415,37.600532799999996,commercial
466,55.76583065,37.60273235,apartments
467,55.7653528,37.6021085,commercial
468,55.76526845,37.60356665,apartments
469,55.7712029,37.628064550000005,apartments
470,55.771256949999994,37.62555665,office
471,55.7707448,37.62782665,office
472,55.7707292,37.62561745,apartments
473,55.77089235,37.626713699999996,apartments
474,55.77078425,37.62860835,apartments
475,55.77105435,37.62935065,commercial
476,55.771118,37.630504,apartments
477,55.77102725,37.628550399999995,apartments
478,55.77004725,37.625608150000005,apartments
479,55.7699968,37.62763095,apartments
480,55.7700805,37.6272841,commercial
481,55.7699457,37.6260293,apartments
482,55.7700319,37.62639505,apartments
483,55.769996899999995,37.626774499999996,apartments
484,55.770407500000005,37.6262892,apartments
485,55.77034895,37.6257826,apartments
486,55.77043125,37.626841799999994,apartments
487,55.770582700000006,37.630275749999996,apartments
488,55.7700631,37.6288893,commercial
489,55.769694799999996,37.62648625,commercial
490,55.76953185,37.6274863,apartments
491,55.76974225,37.6277219,apartments
492,55.7697644,37.6273944,apartments
493,55.769557649999996,37.62960185,apartments
494,55.7695478,37.62931595,office
495,55.7516244,37.6054202,apartments
496,55.76812365,37.6290446,apartments
497,55.7452795,37.5976496,apartments
498,55.7454901,37.5962222,apartments
499,55.745379150000005,37.5967884,apartments
500,55.74570595,37.5979311,apartments
501,55.745611600000004,37.598915500000004,apartments
502,55.74515194999999,37.59626395,commercial
503,55.7460629,37.59762,commercial
504,55.7377344,37.6008983,apartments
505,55.7397637,37.60236140000001,apartments
506,55.74063795,37.60286295,apartments
507,55.74044605,37.60176995,apartments
508,55.76459045,37.606689349999996,commercial
509,55.76537089999999,37.607920050000004,apartments
510,55.76572710000001,37.60863625,office
511,55.76597185,37.60935135,office
512,55.76578355,37.609800050000004,apartments
513,55.740700450000006,37.60116334999999,apartments
514,55.740273599999995,37.60220935,apartments
515,55.74083975,37.5966802,apartments
516,55.7418585,37.59643925,apartments
517,55.73299865,37.614783450000004,apartments
518,55.73196345,37.610226,apartments
519,55.732130600000005,37.611163700000006,apartments
520,55.731512300000006,37.6105494,apartments
521,55.73336855,37.6185493,office
522,55.7343314,37.616508249999995,apartments
523,55.73449545,37.617454800000004,apartments
524,55.7316229,37.616926649999996,apartments
525,55.74289055,37.6345459,commercial
526,55.7434325,37.6356094,commercial
527,55.7303424,37.6189192,apartments
528,55.73162255,37.6237438,apartments
529,55.73256895,37.6238063,office
530,55.7315425,37.624967299999994,office
531,55.7329765,37.6245507,commercial
532,55.7324833,37.625176749999994,commercial
533,55.7326341,37.6257661,commercial
534,55.733695,37.62467085,apartments
535,55.7381411,37.62861255,apartments
536,55.73988475,37.623474200000004,office
537,55.735253549999996,37.61832595,apartments
538,55.736752550000006,37.61593235,apartments
539,55.73619875,37.612544650000004,apartments
540,55.734747999999996,37.61239625,apartments
541,55.73402915,37.6116333,apartments
542,55.7410081,37.6179253,office
543,55.731723900000006,37.62896175,apartments
544,55.7318317,37.6301237,apartments
545,55.731483850000004,37.62998485,apartments
546,55.73109275,37.629809699999996,apartments
547,55.7323554,37.6305026,apartments
548,55.73238565,37.63092,apartments
549,55.73267665,37.6322452,apartments
550,55.73294885,37.6321048,apartments
551,55.733162899999996,37.63175205,apartments
552,55.73424955,37.63307195,apartments
553,55.73403465,37.63354565,apartments
554,55.73348875000001,37.632579,apartments
555,55.73467719999999,37.630748,apartments
556,55.735652599999995,37.630398400000004,apartments
557,55.73572145,37.6297196,apartments
558,55.735067,37.630588200000005,commercial
559,55.7352221,37.63214935,commercial
560,55.735082899999995,37.63137355,apartments
561,55.73538025,37.6337835,commercial
562,55.733704700000004,37.6348067,apartments
563,55.734894499999996,37.63503865,apartments
564,55.73304105,37.635214649999995,apartments
565,55.732768,37.63519555,apartments
566,55.7339196,37.63757805,apartments
567,55.73439775,37.6383894,apartments
568,55.7345051,37.63887455,apartments
569,55.7348516,37.63802225,apartments
570,55.7355303,37.637544399999996,apartments
571,55.73425295,37.640431,apartments
572,55.735924749999995,37.639178400000006,apartments
573,55.736283150000006,37.63857045,apartments
574,55.73502765,37.6388128,apartments
575,55.7363878,37.639134299999995,apartments
576,55.7355289,37.63828945,apartments
577,55.7355011,37.63938005,apartments
578,55.733261,37.6399641,apartments
579,55.73646075,37.633990749999995,apartments
580,55.737453,37.63296205,apartments
581,55.7378881,37.6340555,apartments
582,55.7377847,37.6330842,apartments
583,55.7383982,37.63311575,apartments
584,55.737226050000004,37.6383802,apartments
585,55.73653365,37.6362783,office
586,55.7384068,37.6349247,commercial
587,55.73893405,37.63425225,commercial
588,55.73749315,37.63546625,office
589,55.73828385,37.640901799999995,apartments
590,55.7380518,37.641002400000005,apartments
591,55.7387157,37.64040985,office
592,55.738108499999996,37.640530749999996,office
593,55.73544255,37.643266999999994,apartments
594,55.7399828,37.6301824,apartments
595,55.7435982,37.62546315,apartments
596,55.7419839,37.61783535,university
597,55.75895495,37.61056255,office
598,55.73404585,37.6162872,apartments
599,55.734682899999996,37.61663985,apartments
600,55.734786150000005,37.61829165,apartments
601,55.767994349999995,37.598526,apartments
602,55.767314,37.59767925,commercial
603,55.76829815,37.596337649999995,apartments
604,55.76877265,37.597342499999996,apartments
605,55.75186085,37.6422161,apartments
606,55.75348085,37.6410035,apartments
607,55.7534072,37.64135494999999,apartments
608,55.753599550000004,37.63977895,office
609,55.763520099999994,37.60516035,commercial
610,55.763503400000005,37.60654195,apartments
611,55.764078850000004,37.6056089,apartments
612,55.7566803,37.6291092,office
613,55.7580954,37.62670795,office
614,55.758339500000005,37.6261782,office
615,55.7654553,37.6110216,office
616,55.76804535,37.601638050000005,apartments
617,55.77000995,37.599156750000006,apartments
618,55.7693248,37.60706759999999,commercial
619,55.759543550000004,37.63199245,office
620,55.7608431,37.6349802,office
621,55.7604202,37.6359063,office
622,55.76699705,37.6344712,apartments
623,55.7672177,37.6348608,apartments
624,55.7676717,37.6302309,apartments
625,55.76765005,37.62918435,apartments
626,55.768131600000004,37.633371350000004,office
627,55.76771465,37.63458205,apartments
628,55.7659777,37.6321108,apartments
629,55.764638950000005,37.633027549999994,office
630,55.76439045,37.634483149999994,apartments
631,55.7637424,37.634696500000004,apartments
632,55.764152800000005,37.6352102,apartments
633,55.763514900000004,37.63537605,office
634,55.76301015,37.6335484,commercial
635,55.76221785,37.6337951,office
636,55.76426925,37.6324026,office
637,55.7546679,37.626256850000004,office
638,55.7568825,37.6250299,office
639,55.7647898,37.6209894,apartments
640,55.765096650000004,37.621028249999995,apartments
641,55.765111250000004,37.6204751,apartments
642,55.7673966,37.63005715,apartments
643,55.76251995,37.59552175,apartments
644,55.76233755,37.5958049,apartments
645,55.76198170000001,37.5960234,commercial
646,55.761606,37.59644295,apartments
647,55.761101100000005,37.5984579,apartments
648,55.76085745,37.598082500000004,apartments
649,55.759573849999995,37.5974399,apartments
650,55.760915,37.59700655,apartments
651,55.760729600000005,37.5966899,apartments
652,55.7606075,37.6001857,office
653,55.761939600000005,37.600637750000004,apartments
654,55.762451999999996,37.5963818,apartments
655,55.76249425,37.5968344,office
656,55.76260915,37.5978106,apartments
657,55.762902499999996,37.597367899999995,apartments
658,55.76157245,37.59866775,apartments
659,55.762023150000005,37.5986536,apartments
660,55.7623209,37.5982124,apartments
661,55.7617422,37.6012809,apartments
662,55.76131775,37.60582485,commercial
663,55.761809150000005,37.6061785,university
664,55.76217275,37.60625015,apartments
665,55.76107255,37.60243585,commercial
666,55.761548399999995,37.6064025,commercial
667,55.75933015,37.60372825,commercial
668,55.759602799999996,37.60306705,apartments
669,55.759904750000004,37.6023244,apartments
670,55.76061,37.602085200000005,commercial
671,55.76091995,37.6030523,apartments
672,55.7592,37.6046318,commercial
673,55.760719699999996,37.603838800000005,apartments
674,55.7615313,37.60529725,commercial
675,55.76208415000001,37.60593395,apartments
676,55.7597039,37.6076796,apartments
677,55.762515050000005,37.6066984,commercial
678,55.75329985,37.63929065,office
679,55.75280345,37.6411515,apartments
680,55.75121985,37.6420526,office
681,55.75132085,37.64227365,office
682,55.7509163,37.643594050000004,apartments
683,55.750856799999994,37.642384050000004,commercial
684,55.750805650000004,37.642967549999995,office
685,55.75447175,37.64200715,commercial
686,55.754221900000005,37.641855899999996,commercial
687,55.75306715,37.6409546,apartments
688,55.7531587,37.6402511,apartments
689,55.75321925,37.6397848,office
690,55.75370235,37.64158465,commercial
691,55.7551702,37.64268045,commercial
692,55.75230395,37.64500925,college
693,55.75021245,37.643965449999996,office
694,55.75398475,37.641227,commercial
695,55.7390518,37.6053232,apartments
696,55.738526300000004,37.6048526,office
697,55.741713000000004,37.600045800000004,apartments
698,55.7417451,37.600753749999996,commercial
699,55.74156105,37.60089735,commercial
700,55.7423292,37.60062425,apartments
701,55.74178185,37.6017725,apartments
702,55.7419926,37.604366049999996,apartments
703,55.74259615,37.599866950000006,office
704,55.7415717,37.60226005,apartments
705,55.74125775,37.60523275,apartments
706,55.741576800000004,37.60450255000001,apartments
707,55.743061350000005,37.601730950000004,office
708,55.74241655,37.6014154,apartments
709,55.74283815,37.6028602,apartments
710,55.7426707,37.602539300000004,apartments
711,55.742969450000004,37.602210400000004,apartments
712,55.73985895,37.60556485,apartments
713,55.7414061,37.606293300000004,apartments
714,55.7425243,37.60639175,apartments
715,55.7375773,37.6018155,office
716,55.7378156,37.60217135,commercial
717,55.73771855,37.6030499,university
718,55.737746599999994,37.6012749,apartments
719,55.73788255,37.6034803,university
720,55.73816765,37.60173055,apartments
721,55.73812495,37.60383665,office
722,55.74167715,37.60657475,apartments
723,55.7420874,37.6064708,apartments
724,55.74194955,37.60646425,apartments
725,55.7422571,37.6065102,apartments
726,55.74176695,37.6220926,commercial
727,55.741107799999995,37.62209365,apartments
728,55.7397208,37.6185356,apartments
729,55.7439741,37.620118649999995,commercial
730,55.7441889,37.6205492,commercial
731,55.742686,37.621378050000004,commercial
732,55.74235165,37.6213566,apartments
733,55.74197715,37.6221515,commercial
734,55.7432327,37.62126415,commercial
735,55.742426449999996,37.62418675,apartments
736,55.74223835,37.62330715,commercial
737,55.7422093,37.6247275,commercial
738,55.7436961,37.62460355,commercial
739,55.743995850000005,37.624590999999995,commercial
740,55.74384575,37.623731,commercial
741,55.743177,37.62868655,apartments
742,55.7431322,37.6302465,apartments
743,55.7434147,37.63032005,apartments
744,55.7435485,37.6322766,commercial
745,55.7417274,37.62814125,apartments
746,55.762467799999996,37.624794300000005,office
747,55.7623962,37.62392215,office
748,55.755257799999995,37.62757085,office
749,55.73936655,37.614289,commercial
750,55.7573215,37.63638095,office
751,55.75719205,37.637345999999994,apartments
